quando italiano fare rivoluzione,7,0.0,2,1,0,0.1042,0.0,0.0,
soprattutto francese avere trasponga simon pasque hard pupille zaire monili mazut robert robert mazarino matite primo,22,0.0,2,0,11,0.0,0.625,0.0,
salvini video ho salutare tutto smentire andare rai come solito dimenticare salutare fare appostare cartolina qualsiasi modo fallo ciao grande salvini volere potere fare ora sogno ed oro,38,0.1579,7,0,11,0.0032,0.0357,0.0054,
antipatico,1,0.0,2,0,1,-0.25,0.0,0.0,
non fa rivoluzione sara fine,9,0.0,2,0,1,-0.2275,0.0,0.0,
bovesana povero ragazza sperare fabio sabbiati schiuma vincere possa portare sicurezza,14,0.0714,3,0,2,0.0,0.1818,0.0,
qualcuno zittire malpezzi favore,6,0.0,1,0,0,0.0605,0.0,0.0,
ecco chi avere rubare neurone comunque torta mancare ciliegio librandoti chiudere stanza glia dare tanto tanto tanto smiling_face_with_horns  angry_face  oncoming_fist ,31,0.0,4,2,3,-0.0227,0.1176,0.0086,
quanto essere questo barcone diecimila centomila milione quanto volere volere ad affondare tutto arrivare nuoto,15,0.0667,10,12,2,0.0176,0.0,0.0,
odio,2,0.0,2,1,0,-0.375,0.0,0.0,
non sopportare proprio,4,0.0,2,0,1,-0.004,0.0,0.0,
maledetto discendenza,4,0.0,2,1,0,0.0,0.0,0.0,
picco pala altro galera,6,0.0,1,0,0,0.0319,0.0,0.0,
castaldini solo sentire suo voce coso fastidioso costringere cambiare canale,14,0.0,1,0,0,0.0002,0.0,0.0,
orbato stare cagare piu colossale potere fare pdf non avere torto sindacalista ieri sera intervenire avere dare modo al azione potere licenziare piu facilmente poi avere dare modo assumere giovane piu rapidamente sfalso essere stare azienda avere intascare soldo senza assumere,60,0.0,1,0,4,0.0183,0.0732,0.0036,
rivoluzione,1,0.0,1,0,0,0.0625,0.0,0.0,
gentaglia pericoloso mai integrazione,4,0.0,2,0,1,-0.1875,0.0,0.0,
chiedere sempre credere veramente quello dire dovere dire forza andare bene essere convincere veramente indecente,29,0.0,3,1,1,0.145,0.0,0.0088,
gia essere impossibile non riuscire piu guardare debbio quando essere ed svigno librandi dove mettere,21,0.0,10,1,8,-0.0289,0.1333,0.0,
ruspa,2,0.5,2,1,0,0.0,0.0,0.0,
non sopportare fare girare appena aprire bocca chi avere messe dovere lavorare fabbrica catena,21,0.0,5,2,3,0.0337,0.0,0.0,
questo essere uomo bestia inizio mettere moto ruspa ok,15,0.0,8,5,2,-0.0282,0.0,0.0185,
fasulla marezzo mondo vivo capire suo borsa pieno soldo non capire nulla chi avere grosso problema economico idiota,29,0.0,1,0,0,-0.0343,0.0556,0.0087,
qua fregare casa perdere tempo parlare diritto civile,16,0.9375,1,0,0,0.0003,0.0,0.0,
questo cornuto,2,0.0,2,0,1,-0.25,0.0,0.0714,
unionismo italiano portera rovina popolazione italiano povero figlio nostro,13,0.0,3,1,1,-0.0322,0.1111,0.0,
peggio peggio librandi votero ignorante,9,0.0,1,0,0,-0.1654,0.0,0.0256,
essere stanco sentire solo chiacchiera popolo dovere fare primo guerra nostro politica poi questo popolo zozze schifoso avere imporre convivere votazione subito guerra civile,40,0.025,4,2,2,-0.096,0.0417,0.0115,
no essere proprio indigesto invadente,7,0.1429,3,2,1,0.25,0.0,0.0,
questo ospite non vedere piu trasmissione debbio non puo portare questo deficiente,16,0.0,1,0,0,0.0069,0.0833,0.0122,
no andare battere marciapiedi,7,0.0,1,0,0,-0.0237,0.0,0.0,
,1,0.0,1,0,0,0,0,
chiudere tutto polese,3,0.0,2,1,0,0.1354,0.3333,0.0,
cosa buffa primo parlare do mandare bambino roma scuola dopo servizio stazione termine non avere piu parlare fino fine trasmissione,31,0.0323,2,0,1,-0.0072,0.05,0.0076,
no poi librandoti insopportabile,11,0.0909,4,2,1,0.0,0.25,0.0312,
matteo sei nostro voce donna non potere fare cavolo legge piu severo,18,0.0,6,5,0,0.1124,0.0,0.0147,
fare venire zagarella,4,1.0,1,0,0,0.0,0.3333,0.0,
chimico no fisico,2,0.0,3,1,2,-0.002,0.0,0.0,
non sopportare piu gia avere voce insopportabile mio povero orecchio poi sentire solita cretinata dire aiuto,23,0.0,6,3,6,0.0526,0.0,0.0185,
mamma mio non puo sentire malpezzi,8,0.0,2,1,0,-0.0013,0.0,0.0,
manca librandi,3,0.0,3,2,0,0.0,0.0,0.0,
fuori tutto castrazione chimico stupratore pedofilo,8,0.0,3,2,0,0.0125,0.0,0.0196,
pene piu severo femminini volere parlare,10,0.1,2,1,1,-0.0984,0.1667,0.0,
malpezzi questo storcere augurare provare stesso tortura avere subito bovesana,15,0.0667,2,0,2,-0.0797,0.1,0.0,
non fare mezza testa pure brutto oltretutto,11,0.0909,3,2,0,-0.2383,0.0,0.0233,
no assolutamente vivere luna coprire miele pastiglia cianuro credere solo strano oggi avere fatto mio mensile diminuire trattenuta locale mentre mio pagamento essere aumentare,35,0.0,7,0,10,-0.0481,0.0,0.0,
vivo salvini grande salvini grazia,6,0.0,2,0,1,0.002,-0.4,0.0,
no avere spegnere essere andata letto coso ora essere rilassare riposare,14,0.0,2,0,2,-0.0122,0.0,0.0,
rivoluzione governo casa,4,0.0,1,0,0,0.0208,0.0,0.0,
non sopportare parlare guardare telecamera non sapere come muovere quello stronzo bocca,17,0.0,1,0,0,-0.0589,0.0,0.0115,
fabio sabbiati schiuma municipio roma,8,0.125,1,0,0,0.0,0.2,0.027,
inutile lamentare poi non andare votare piduisti andare tutto inquadrare votare allora cosa non cambiare,22,0.0909,2,1,0,0.0,0.0667,0.0,
colpa chi fa parlare questo sentire importante domani andare rubare faccia italiano pagano tassa rionale spalla fannullone,36,0.0,1,0,2,-0.0151,0.0588,0.0164,
essere veramente indigesto,3,0.0,2,1,0,0.0078,0.0,0.0,
mettere campo roma,6,0.0,1,0,0,-0.0031,0.3333,0.0556,
tassazione chimica chirurgico bastare rimanere senza coglione questo merdoso poi suicida meglio ancora,16,0.0,1,0,1,-0.008,0.0769,0.0098,
mamma mio schifo partito pdf gruppo somaro,12,1.0,1,0,0,-0.0365,0.1429,0.0476,
simpatica come brufolo culo,6,0.0,2,0,1,-0.0417,0.0,0.037,
ruspa dappertutto,5,0.0,5,4,0,0.0938,0.0,0.0,
salvini sabaudia vedere fare qualcosa,8,0.125,1,0,0,0.0031,-0.2,0.0,
,1,0.0,1,0,0,0,0,
terribile tutto castaldini peggio violetta smorfie oltre assurdita sostenere,21,0.0,1,0,0,-0.1244,0.2222,0.0,
schifo essere maledetto dovere difendere nostro gente dovere fare lavorare prosperare qui vedere annichilimento pagare caro tutto,22,0.0,3,0,3,0.0169,0.0,0.0,
mai essere insopportabile malpezzi sembrare quello sfalso tutto,12,0.0,4,4,0,0.0312,0.125,0.0159,
guardare mano molto curato unghia lungo secondo non avere lavare mai piatto non essere fuori tempo non puo usare scomputera euro mese fare salotto tutto tivu raccontare tutto andare bene sembrare tanto andare lavorare smettere prendere giro tutto,61,0.0,5,0,13,0.0513,0.0526,0.0,
ciao matteo salvini essere venuto italia anno fa sempre sostenere lega gente bene lavorare mandare avanti questo paese mandare reni casa grazia capitano bocca lupo,38,0.1842,5,3,4,0.0514,0.0,0.0,
questo foto sembrare leggermente ubriaco,6,0.0,3,0,2,0.0154,0.0,0.0,
pel pollo zulu gabriele annuso williams tosare leonardo uligani nicola treccia,11,0.0,1,0,0,0.0,0.5455,0.0128,
grande cultura ascoltare questo ladro pisa giorno litigare notte andare avere rubare assieme,20,0.0,2,0,2,0.0144,0.0,0.0217,
paonazze,1,0.0,1,0,0,0.0312,1.0,0.0,
estendere pedofilo,5,0.0,2,1,0,0.0003,0.0,0.0,
quando spalancare occhio scuotere testa questo prendere pure culo,15,0.0,2,0,1,0.0419,0.0,0.0154,
tipa davvero ridicola fa pena,7,0.0,3,1,1,0.1146,0.0,0.0,
tutto cazzata dire fa sotto elezione,11,0.0,2,0,1,-0.0358,0.0,0.0278,
ecco risultato sveglia,3,0.0,3,3,2,0.0312,0.0,0.0,
fende insopportabile soprattutto indegno essere inscrivere concetto musica,13,0.0,2,1,2,-0.0045,0.125,0.0135,
forse,3,0.0,2,0,2,0.0,0.0,0.0,
stremo tufi,3,0.0,1,0,0,0,1.0,0.0,
brutto persona,3,0.0,2,0,1,-0.2383,0.0,0.0,
bovesana comunque non sembrare mio modesto avviso tanto convincente potere sbagliare,15,0.0,3,0,5,-0.1588,0.0909,0.0,
espulsione immediatamente,2,0.0,1,0,0,-0.0781,0.0,0.0,
assolutamente no avere trotto tocco pure pagare ridere bene chi ridere ultimo,14,0.0,3,0,3,0.0964,0.0833,0.0,
spaccare tutto matteo,3,0.0,2,0,1,0.0208,0.0,0.0,
essere indigesto stronzo,4,0.0,1,0,0,-0.3281,0.0,0.0417,
carcere mai pene certo,8,0.0,3,2,0,-0.0049,0.0,0.0,
dovere tenere casa questo bastardo,8,0.0,2,1,0,-0.1504,0.0,0.0294,
tenda nuovo buttare mare questo schifo questo incominciare bello stagione turista arrivare sembrare paese terzo mondo mandata poliziotto fare sgombrare questo scempio non puo fare fare tutto quello volere bastare non volere fare identificare rimandare libia italiano dovere avere giro citta questo persona non sapere nemmeno chi essere dove venire avere paura,86,0.0,4,2,7,0.01,0.0,0.0028,
quando vedere cambio canale,5,0.0,1,0,0,0.0076,0.0,0.0,
quello roma venire voglia ruspare subito tanto era insolente offensivo,12,0.0,2,0,1,-0.0368,0.1,0.0286,
,1,0.0,1,0,0,0,0,
paese civile dopo violenza efferato come quello subire ragazza certo centro aggregazione delinquenza degrado illegalita essere stare azzerare senza demagogia non possibile certo gente creare danno societa secolo rifiutare ogni forma integrazione dire storia presente passata,54,0.0,4,2,1,-0.0005,0.0,0.0036,
difficile,2,0.5,1,0,0,-0.5312,0.0,0.0,
fare tacere,3,0.0,2,1,0,-0.0625,0.0,0.0,
baracconi,1,0.0,1,0,0,0,1.0,0.0,
fare sparire faccia terra quanto non sopportare,13,0.0,1,0,0,-0.0593,0.0,0.0,
no schifo,3,0.0,1,0,0,0.25,0.0,0.1111,
bastardo maledetto,2,0.0,1,0,0,-0.1875,0.0,0.0,
faccia cazzo,3,0.0,1,0,0,-0.1876,0.0,0.0833,
castrazione chimico inutile non risolvere nulla quello fisico niente,14,0.0,2,0,1,-0.0006,0.0,0.0,
entrambi decretate,3,0.0,1,0,0,0.0,0.5,0.0,
mio genitore avere lavorare tutto vita avere casa questo parassita dire casa diritto dovere lavorare parola lavorare conoscere vostro vocabolario non esistere parassita sfigato drogato maleducato delinquente,42,0.0238,3,0,2,0.0396,0.0,0.0193,
adesso castaldini fa vanto sofferti avere usare primo ruspa matteo fatto prestare ruspa sofferti quello non marchio razzista,31,0.0,3,2,0,0.0384,0.1111,0.0,
ponte senza uscita,4,0.0,1,0,0,-0.0312,0.0,0.0,
debbio quanto para presentatore parte destra cosa continuare invitare questo ebete librandi altro fesso invitare poco cittadino mi su magari puo parlare altro non solo extracomunitario,44,0.0,2,0,4,0.0056,0.1154,0.0109,
manca solo quello mongoloide librandi,6,0.0,1,0,0,-0.0933,0.0,0.0541,
"sei maestro tivu quello povero berlusconi mangiare mano sapere solo parlare leggere gobbo renzi quello manovrare stare coprire insulto dopo sparata perdere referendum andare sicuro perdere gia adesso no avere ""z	u	l	u"" mamma idiota sempre vinciano",57,0.0,9,0,14,-0.0523,0.0857,0.0081,
salvini appoggio tuo post non pubblicare altro istigazione provocazione dire dovere fare cosa proporre concreto,23,0.0,4,6,3,0.0449,-0.0667,0.0,
no avere ascoltare stanche zecca no avere pensare guadagnare piu andare letto face_with_tears_of_joy ,21,0.0,2,0,1,-0.0514,0.0833,0.013,
questo tranquillo matteo pdf non volere volere turpe maltesi votato bambino non andare suola,22,0.0,1,0,0,-0.0055,0.4286,0.0109,
ruspa malpezzi castaldini quanto dovere vedere sopportare questo piscione,17,0.0,3,1,1,-0.0016,0.1111,0.0,
xerobi dovere correggere commento facevo,9,0.0,2,1,1,-0.0038,0.4,0.0,
primo leggere del delitto pene cesare beccaria informare formare tuo paese primo parlare cercare rappresentare non fare videoamplificatore castrazione purtroppo non deterrente stupratore pedofilo avere perversione morboso parte livello psichico non biologico favore non fare pecorone crescere fare cultura personale,62,0.0,4,0,6,0.0194,0.025,0.0032,
castrazione chimico poco matteo questo meritare peggio confused_face ,9,0.0,3,1,1,-0.0582,0.0,0.0,
chiedere avere chiuso miniera,7,0.0,2,0,1,0.0052,0.0,0.0,
matteo salvini dovere vedere fianco casa mio milano splendido casa occupare non dire nemmeno gentaglia vedere uscire dove campeggiare scritto chi compra questo casa compra occupante venire trovare matteo quando torno casa sera bambina non essere tranquillo,52,0.1154,3,2,0,0.054,-0.027,0.0039,
giovanni biondo sei scimunita mi,7,0.0,3,1,2,0.0,0.4,0.0,
certezza pena patteggiamento buono condurre stronzata simile,9,0.0,5,0,7,0.0982,0.0,0.0167,
rifiutare rimettere barca portare largo,9,0.0,1,0,0,0.004,0.0,0.0,
no fare fatica sopportare questo programma dove tutto sembrare litigare fine fare come ladro pisa giorno discutere notte andare rubare insieme,32,0.0,1,0,0,0.0314,0.0,0.0141,
fino quando essere quello fallito governo,9,0.0,1,0,0,-0.1407,0.0,0.0,
crudo no forse cotta vapore molto maionese insopportabile,10,0.0,3,0,3,0.0045,0.0,0.0175,
matteo lanciafiamme ciao grande capitano,4,0.0,2,1,1,0.0891,0.0,0.0,
dovere subire questo ubriaconi questo seguire quinta colonna,9,0.0,2,0,2,0.0079,0.125,0.0,
tutto non fare vedere avere vita televisione essere partito diverso e pure castaldini non perdere sedia dove seduta avere poggia sinistra svergognato malora piu,37,0.0,1,0,0,0.0271,0.0417,0.0,
buttare via tutto pulire citta fa comodo no,14,0.0,3,3,3,0.0103,0.0,0.0,
rumeno arrapati dovere entrare casa,7,0.0,2,1,0,0.0864,0.0,0.0,
pezzente,1,0.0,1,0,0,-0.0156,0.0,0.0,
assolutamente potere sicuramente fare meno essere proprio insopportabile faccia indisponente come tornero debbio non invitare piu valere tuo reputazione,25,0.0,1,0,2,0.0293,0.1053,0.0066,
continuare ad invitare alcune persona schifoso non guardero piu questo trasmissione poi avere deficienza nome roberto quando mandare fare altro lavoro,28,0.0,2,0,1,-0.0603,0.0,0.0133,
antipatico tono voce antipatico fisicamente vedere non essere mai sporcare mano zappare questo zoccolo,24,0.0,3,0,2,-0.0331,0.0714,0.0,
mettere fabbrica sgobbare fare capire realta non essere mai stare volgare dare zoccola questo significare offendere povero donna,27,0.0,3,1,2,-0.0528,0.0,0.0078,
stupido,2,0.0,1,0,0,-0.4531,0.0,0.0,
sodate,1,0.0,2,1,0,0,1.0,0.0,
castaldini parlare,6,0.0,2,1,0,0.0,0.0,0.0,
ruspare matteo,2,0.0,2,1,0,0.0039,0.0,0.0,
digerire non sapere sicuramente passo stitichezza,10,0.0,1,0,0,0.0897,0.0,0.0,
odio tutto insopportabile,6,0.0,4,0,4,-0.2292,0.0,0.04,
,1,0.0,1,0,0,0,0,
tutto fine teologo adesso ce tocco per profluvio commento de pubblico ruffianesco,13,0.0,1,0,1,0.0025,0.25,0.0,
pena morte,3,0.0,2,1,0,-0.124,0.0,0.0,
presuntuoso altezzoso vivere mondo non quello comune mortale guaio dovere abbassare nostro livello non accettare mai meno non riuscire fare vivere euro qualche mese,45,0.0,3,0,5,0.0006,0.04,0.0,
essere insopportabile sintattiche bravo salvini,5,0.0,1,0,0,0.043,0.0,0.0213,
fare culo come tuo matteo salvini pronto tutto puro ricatterei misero voto essere faccia stesso medaglia,22,0.0,3,0,2,-0.075,0.1875,0.0192,
certezza pena forse pensare confessore fiducia quello poveraccia vivo miracolo sciacquare altamente coscienza,26,0.0,2,0,1,0.0525,0.0,0.0,
fare venire vomito,5,0.0,1,0,0,-0.0156,0.0,0.0556,
,1,0.0,1,0,0,0,0,
magari raccogliere pomodoro tavoliere grado poi essere buono compagnia amico,19,0.9474,1,0,0,0.0936,0.0,0.0,
bastare fare pezzetto piccolo piccolo,7,0.0,3,1,3,-0.1405,0.0,0.0,
coso fa fatica digerire cesso,9,0.0,2,0,1,-0.1819,0.0,0.0,
avere voce insopportabile confused_face ,4,0.0,2,0,2,-0.156,0.0,0.04,
quale cultura parlare roma avere cultura parte quello rubare,16,0.0,3,0,2,0.0322,0.1111,0.0333,
essere tutto tarato piduisti suo zecchini dire sempre stesso cosa tre anno,16,0.0,1,0,0,0.0208,0.1667,0.0,
manco bicarbonato soprattutto castroneria malpezzi,10,0.0,1,0,0,-0.0497,0.2,0.0,
"matteo come fare non mandare fare culo questo comunista smerdo ""z	u	l	u"" essere sfalso odioso",19,0.0,2,1,1,-0.1364,0.1429,0.0215,
arrivare stradini altro scemo,7,0.1429,1,0,0,-0.0208,0.25,0.0345,
bisogna assolutamente votare no referendum costituzionale chiedere come cosa coso importante sia fatta fare non avere eleggere nessuno,26,0.0769,3,2,0,0.0815,0.0,0.0,
sperare referendum ottobre svegliare,8,0.0,1,0,0,0.0771,0.0,0.0,
mattarella renzi essere bastardo servizio market,10,0.0,1,0,0,-0.0906,0.1667,0.0208,
west sputino,2,1.0,1,0,0,0,1.0,0.0,
deficiente irresponsabile come governo schifoso rappresentare,9,0.0,1,0,0,-0.1812,0.0,0.0328,
essere simpatica come attacco colite non sapere come questo essere stare capace arrivare fino essere come statuina cosa vomitevole solo avere vedere poi mettere librandi frittata servita vergogna,43,0.0,2,0,2,-0.0039,0.0,0.0,
povero ragazza suo vita non sara piu stesso,10,0.0,3,0,2,-0.1411,0.0,0.0,
anno faccia come culo,6,0.0,1,0,0,-0.0,0.0,0.0476,
dio avere ragione donna inferiore,5,0.0,2,0,1,-0.0229,0.0,0.0,
zecca piote fare vedere foto mio cane grattare,14,0.0,3,2,0,-0.0305,0.125,0.0217,
salvini amare tutto yankee lega amare solo razzista non amare fottere sole sempre salvini matteo tubo sei bello persona tuo sorriso sei meraviglioso tubo,35,0.0,3,0,3,0.0731,0.0417,0.0065,
personalmente fare pena spezzando quello persona dovere difendere italiano ce dubitare para non potere dire parola nostro difesa subito essere taccati questo insensato para italiano essere avversario principale,52,0.0192,2,0,2,0.0361,0.0714,0.0,
stronze,2,0.0,1,0,0,-0.3594,1.0,0.0,
disinfestazione questo scarafaggio rosso,5,0.0,2,0,1,-0.1667,0.0,0.025,
odioso,1,0.0,2,0,1,-0.125,0.0,0.0,
normale parlare continuamente caccola avere spegnere fata vomitare,10,0.0,4,2,4,-0.0469,0.0,0.0152,
entrare visore notturno arma pugno,10,0.0,2,0,1,-0.0029,0.0,0.0,
riduzione tassa espulsione clandestino profugo guerra abolizione centro sociale giovane andare cercare lavoro tossicodipendente agevolazione al famiglia soldo essere bastare torcolieri avere diritto negro musulmano pensione controllo dipendente pubblico pulizia magistrato pulizia politico corrotto sicurezza pubblico sicuramente avere dimenticare scrivere altro essere coso tanto problema italia difficile tenere mente cosa andare poi mdp potere pensare al unione civile avere palla chiamare matrimonio gay questo,101,0.1683,3,0,10,-0.0048,0.0312,0.0058,
conduttore invitare tutto sincerita non vedere piu,13,0.0,2,1,0,0.0645,0.0,0.0,
solo stupro eccellente puo fermare ternano secondo questo macello rintano stuprare donna comune rassegnare non spostare yoga sia,23,0.0,3,1,4,0.0287,0.1667,0.0078,
la la la inutile ruspa,5,0.0,2,1,0,-0.05,0.6,0.0,
buono sera,2,0.0,1,0,0,0.3041,0.0,0.0,
quanto sei pietoso quello faccia bianca,8,0.0,1,0,0,-0.1768,0.0,0.0,
eh tutto persona perbene,4,0.0,3,3,0,0.2279,0.0,0.0,
"tappa bocca quello matta ""z	u	l	u"" non vergogna niente",12,0.0,1,0,0,0.0381,0.125,0.0,
pdf rovina fuori,5,0.2,1,0,0,-0.167,0.3333,0.0,
mettere direttamente muro storia finire intanto stesso avere dichiarare non essere democratico,16,0.0,3,2,0,-0.0388,0.0,0.0,
mettere pagliaccio chiamare scarabeo librandi quale latrina essere scappare vivo tanche,19,0.0,2,1,0,0.0369,0.1818,0.023,
odioso convincere cretino intentabili,5,0.0,2,1,0,-0.0808,0.25,0.027,
domare cosa fare governo dovere essere voce popolo dovere dire dovere fare legge scelta popolo non libero arbitrio essere governato massa deficiente non giusto accettare decisione essere chi avere mettere ma non stara mai giustizia votero,61,0.0164,6,2,5,-0.0212,0.0556,0.0042,
quanto odio,3,0.0,1,0,0,-0.0625,0.0,0.0,
malpezzi stupido suo,7,0.0,2,1,0,0,0.0,0.05,
salvini rompere cinese giuro fare avere almeno voto,14,0.0,3,0,2,-0.0453,-0.125,0.0196,
malpezzi come rozza le schifo,8,0.0,1,0,0,-0.0625,0.2,0.0345,
matteo povero ragazza avere rabbia castrazione chimico questo mostro,12,0.0,3,1,1,-0.0723,0.0,0.0,
sopprimere,2,0.0,1,0,0,-0.2518,0.0,0.0,
cronache sputare sentenza para avere fatto tutto realta non avere fatto oca scusare non votero non avere fatto oca avere fatto sacco casino favore banca,39,0.0,5,0,7,0.005,0.12,0.0132,
spina,5,0.0,3,0,2,-0.0625,0.0,0.0,
maledetto porco schifoso parassita pneumo ancora tanto,8,0.0,1,0,0,-0.1562,0.1429,0.0741,
mettere porre quello povero ragazza violentare insieme banda negro scatenato non toccare essere troppo brutto,24,0.0,1,0,0,-0.0411,0.0,0.0183,
andrea sei finire water cagare fuori,10,0.0,1,0,0,-0.0308,0.0,0.0278,
leader sputino dovere essere,5,0.0,2,0,1,0.0,0.25,0.0,
volere tonnellata bicarbonato digerire essere patetica non accorgere,15,0.8667,3,2,0,-0.0774,0.0,0.0,
quello essere disco rotto khomeinismo,8,0.0,1,0,0,-0.0026,0.2,0.0,
salita pressione andare lavorare,7,0.0,2,0,1,0.0029,0.0,0.0,
non potere sentire specie malpezzi,7,0.0,3,0,2,-0.0417,0.0,0.0,
roma schifezza degrado paese ladro fannullone oltre maiale poi girare foto padre pio questo schifoso rimettere nuovo legge fuori paese,33,0.0303,2,0,2,-0.0221,0.05,0.0373,
quando vedere questo essere cambio canale irritare,8,0.0,1,0,1,0.0213,0.0,0.0,
era prevedibile movimento mettere spregiudicato col soldo rubare dirigente azienda stare villini essere ruolini scaltro dipendente pubblico soprattutto agente militare amico nato conservare azienda casta dipendente pulisci privilegio quesiti contro cambiamento sfalso unionista addestrare simulare ad addottrinare autodenunciarsi democratico sapere non essere criminalita presto saltare fuori danno questo maledetto movimento avere fatto,77,0.0,1,0,0,0.0252,0.1923,0.0023,
matteo venire vomito vedere quello racchio saluto ciao,11,0.0,2,0,1,0.0028,0.0,0.037,
dire mantenere,6,0.0,1,0,0,0.001,0.0,0.0,
castaldini forse quello matta frustrato malpezzi proprio no poi dopo avere dire non ed accordo castrazione chimico pedofilo stupratore,27,0.0,4,0,5,-0.0318,0.0526,0.0075,
seppellire,1,0.0,2,0,1,0.0156,0.0,0.0,
data premio quello avere tirare macchina giocattolo quello era campo roma abusivo,19,0.0,1,0,0,-0.0851,0.0833,0.0247,
persona vergognoso inguaribile,5,0.0,2,1,0,-0.2188,0.3333,0.0,
chi avere eletta questo pagare pure,11,0.0,1,0,0,0.0,0.0,0.0,
onestamente avere cambiare canale venire vomito,8,0.0,1,0,0,0.0567,0.0,0.0213,
quanto para germania pelle nero andare ruba,11,0.0909,2,0,1,-0.03,0.0,0.0233,
schifoso topo fogna dopo finto immigrato eliminare coglione italiano come questo,15,0.8667,3,0,2,-0.2168,0.0,0.0125,
adesso non esagerare concorso andare vedere come tale,11,0.0909,3,0,2,0.0625,0.0,0.0,
non potere digerire stronzo stare sempre stomaco fantocce messe dire solo cazzata ormai essere abituare essere ritornello ripetere sempre spappagallo governo manca solo trespolo,38,0.0,5,1,3,-0.0744,0.0417,0.0113,
non capire conduttore invitare gente nessuno puo vedere essere caso interesse qualcuno,21,0.0,2,1,0,-0.0078,0.0,0.0,
andare battere,5,0.0,1,0,0,0.0355,0.0,0.0,
coso asilo essere pieno roma andare cagare,11,0.0,1,0,1,-0.0492,0.1429,0.0476,
credo sia piu idiota veneziani politico unisti soia vivo tuo momento gloria stremera presto tanto non avere nulla grande eccetto cacofonico voce sguaiato pancia trascinare stipendio mega super tecnologico palestra ignorante participio presente non apposizione non sfumare,53,0.0,7,0,10,0.0201,0.1351,0.0074,
renzi zingaro,2,0.0,2,1,0,0.0,0.0,0.0769,
castrazione lavoro forzato volere mangiare dovere mantenere spesa nostro carcere semmai questo giudice mandare,21,0.0,4,2,2,0.0269,0.0,0.0,
quanto essere questo cambio canale essere arrogante non fare parlare nessuno questo fastidio pertanto non vedere quinta colonna ok,23,0.0,3,0,2,-0.0211,0.0,0.0,
quando caricare dovere riportare dove essere venuto,10,0.0,1,0,0,0.0098,0.0,0.0,
nessuna sinistra bisogna castrare chimicamente modo non inquinare resto mondo globe_showing_Europe-Africa ,17,0.0,2,0,1,-0.0339,0.0,0.0,
,1,0.0,1,0,0,0,0,
questo comunista come avere ridotto,6,0.0,1,0,0,0.0332,0.0,0.0,
digeribile come cozza andare male,7,0.0,2,1,0,-0.0208,0.0,0.0,
assolutamente no antipatico rompere balla,6,0.0,1,0,0,0.1738,0.0,0.0488,
malpezzi questo stomaco malto,6,0.0,2,0,2,-0.0026,0.25,0.0,
mamma mio bastare sentire capire essere ridotto coso,11,0.0,1,0,0,0.0629,0.0,0.0,
ecco dove sbaglio,3,0.6667,2,1,0,-0.6526,0.0,0.0,
cantante fende orsu non esagerare,5,0.0,3,1,2,-0.0781,0.2,0.0,
in quando qualche figlia qualche parlamentare non verra stuprare,10,0.0,1,0,0,0.0,0.1111,0.0,
fare piu schifo italiano essere difendere quello gentaglia essere non avere proprio bisogno difesa,22,0.9091,3,0,2,-0.0006,0.0,0.0204,
sgorbio umano,4,0.0,2,1,0,-0.1523,0.0,0.0,
castrazione chimico subito,2,0.0,2,0,2,-0.0521,0.0,0.0,
quello non dire altro parola prova chiedere come mai non mandare fare carcere casa come mai non fare questo cosa romania altrimenti altro castrazione grande paolo,40,0.025,4,3,3,0.0188,0.0,0.0062,
legge nostro me diretto fare capire gente cosa bisogna fare,13,0.0,3,0,2,0.0207,0.1,0.0,
no odioso smiling_face_with_horns ,2,0.0,2,0,2,0.3233,0.0,0.1111,
cazzata dire non contare,7,0.0,2,1,0,-0.0465,0.0,0.0,
odioso venire vomitare quando vedere,8,0.0,2,1,0,-0.0916,0.0,0.0278,
matteo zittire questo giacca bianca pensare po pure donna dire parte mio andare fare pasta fagiolo sicuramente sbagliare pure quello pensare,35,0.0,2,0,1,0.0014,0.0,0.0,
stare primo personalizzare referendum avere proprio faccia culo,16,0.0625,3,2,0,-0.0,0.0,0.0159,
italia andare prelevare africano settimana lamentare stupro,15,0.0,1,0,0,-0.0402,0.0,0.0169,
omino senza palla,3,1.0,1,0,0,-0.1042,0.0,0.0588,
salvini essere vostro mano,5,0.0,2,0,1,0.1328,-0.25,0.0,
prendere malto ormai non resta questo politica sterile inconcludente soprattutto indecente matteo combattere,16,0.0,4,0,5,0.0469,0.0769,0.0093,
naturalmente tutto cazzata,3,0.0,1,0,0,-0.1667,0.0,0.0385,
vergogna povero italia,4,0.0,1,0,0,-0.3444,0.0,0.0,
fare schifo,2,0.0,1,0,0,-0.0352,0.0,0.0909,
avere ragione salvini essere piu antipatico inguaribile non fata piu vedere,14,0.7143,4,3,1,0.0734,0.0,0.0,
,1,0.0,1,0,0,0,0,
dovere tu fare cosa pagare piu nulla dovere avere centesimo poi fare togliere tu casa tanto tassa pagare servire creare lavoro miglioria paese servire mantenere vitalizio rivoluzione stare spremere come limone togliere subito vitalizio recuperare soldo dare avere pensionato isolato introdurre sussidio giovane utilizzare nostro soldo lavoro fare gente impiccare,80,0.0,8,2,15,0.0046,0.04,0.0,
castaldini suo piccolo quasi accettabile malpezzi odioso massimo,14,0.0,2,0,2,0.0033,0.0,0.0156,
